Date,Open,High,Low,Close,Volume,Market Cap,Time Open,Time High,Time Low,Time Close
22-03-2024,0.1553001271062184,0.16490190001359883,0.14559135267855022,0.15270284665738137,2672448713.36,21924689359.68,2024-03-22T00:00:00.000Z,2024-03-22T08:23:00.000Z,2024-03-22T14:49:00.000Z,2024-03-22T23:59:59.999Z
21-03-2024,0.15218623419959723,0.1587587200928325,0.1471890911420866,0.15529179725105166,2581283876.66,22295509992.27,2024-03-21T00:00:00.000Z,2024-03-21T17:11:00.000Z,2024-03-21T05:23:00.000Z,2024-03-21T23:59:59.999Z
20-03-2024,0.12873509740410274,0.15286824055932963,0.12345327152706666,0.15218623419959723,3190645445.83,21846400330.95,2024-03-20T00:00:00.000Z,2024-03-20T23:17:00.000Z,2024-03-20T05:34:00.000Z,2024-03-20T23:59:59.999Z
19-03-2024,0.14367289781765544,0.14501366522724565,0.12563027420973788,0.1287279540628276,2946516944.4,18477213578.57,2024-03-19T00:00:00.000Z,2024-03-19T00:22:00.000Z,2024-03-19T09:14:00.000Z,2024-03-19T23:59:59.999Z
18-03-2024,0.15432774347185763,0.1543321419030799,0.1401971434810078,0.14367289781765544,1657669949.1,20620412205.98,2024-03-18T00:00:00.000Z,2024-03-18T00:01:00.000Z,2024-03-18T17:10:00.000Z,2024-03-18T23:59:59.999Z
17-03-2024,0.142364278700771,0.15876076770657702,0.13773226870035546,0.15432991848505165,2329294453.47,22147566191.17,2024-03-17T00:00:00.000Z,2024-03-17T17:49:00.000Z,2024-03-17T07:25:00.000Z,2024-03-17T23:59:59.999Z
16-03-2024,0.16323124691198249,0.16493557026818179,0.1384187462716437,0.14236810402724542,2400392025.53,20428769509.19,2024-03-16T00:00:00.000Z,2024-03-16T01:34:00.000Z,2024-03-16T23:19:00.000Z,2024-03-16T23:59:59.999Z
15-03-2024,0.1773289356519464,0.1810574085598001,0.1540816043392784,0.16323124691198249,3584306802.4,23420875764.14,2024-03-15T00:00:00.000Z,2024-03-15T01:16:00.000Z,2024-03-15T09:15:00.000Z,2024-03-15T23:59:59.999Z
14-03-2024,0.1691578166464395,0.19151235872126482,0.16562424814658389,0.17733014534932784,6047716785.45,25441252306.59,2024-03-14T00:00:00.000Z,2024-03-14T04:14:00.000Z,2024-03-14T01:43:00.000Z,2024-03-14T23:59:59.999Z
13-03-2024,0.16815217463168514,0.17385100687988436,0.16579151051822857,0.16915783612184926,1930415341.74,24266652385.77,2024-03-13T00:00:00.000Z,2024-03-13T07:47:00.000Z,2024-03-13T15:07:00.000Z,2024-03-13T23:59:59.999Z
12-03-2024,0.18197256118119734,0.18310840663435343,0.16010365480285838,0.1681443316666595,2524942570.93,24120097077.61,2024-03-12T00:00:00.000Z,2024-03-12T00:04:00.000Z,2024-03-12T17:31:00.000Z,2024-03-12T23:59:59.999Z
11-03-2024,0.16990694658769373,0.18250888694399547,0.16256701846709784,0.18196493607004036,2905703481.94,26100052653.04,2024-03-11T00:00:00.000Z,2024-03-11T23:53:00.000Z,2024-03-11T01:41:00.000Z,2024-03-11T23:59:59.999Z
10-03-2024,0.17908304442630868,0.17958788256471092,0.16595155640974613,0.1699204075829528,2274489695.57,24367183741.61,2024-03-10T00:00:00.000Z,2024-03-10T00:37:00.000Z,2024-03-10T22:58:00.000Z,2024-03-10T23:59:59.999Z
09-03-2024,0.16534703614150198,0.18454311526760517,0.16431869416789815,0.17908304442630868,3451219763.92,25680719241.11,2024-03-09T00:00:00.000Z,2024-03-09T18:04:00.000Z,2024-03-09T10:29:00.000Z,2024-03-09T23:59:59.999Z
08-03-2024,0.15812025272882388,0.17549470662878644,0.15549387475771656,0.16534672205996712,3976624455.38,23708685972.51,2024-03-08T00:00:00.000Z,2024-03-08T14:13:00.000Z,2024-03-08T00:10:00.000Z,2024-03-08T23:59:59.999Z
07-03-2024,0.1577914505696659,0.1620406116460761,0.14708153803125962,0.15812146955610007,3006036407.37,22670484867.32,2024-03-07T00:00:00.000Z,2024-03-07T02:06:00.000Z,2024-03-07T05:56:00.000Z,2024-03-07T23:59:59.999Z
06-03-2024,0.15392543958680321,0.17743342662755543,0.14696712030841363,0.1577914505696659,4497901223.85,22621032276.32,2024-03-06T00:00:00.000Z,2024-03-06T08:37:00.000Z,2024-03-06T03:01:00.000Z,2024-03-06T23:59:59.999Z
05-03-2024,0.18280380732310517,0.20543871189904012,0.1301027460407186,0.15393732596165202,9368269376.75,22064706332.69,2024-03-05T00:00:00.000Z,2024-03-05T02:07:00.000Z,2024-03-05T20:43:00.000Z,2024-03-05T23:59:59.999Z
